City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
467,Parksville,US,2019-11-16 01:33:00,33.79,-82.22,44.6,100,90,11.41,light intensity drizzle,0.0,0.0
468,Santa Cruz,BR,2019-11-16 01:33:00,-6.22,-36.02,73.85,80,87,8.72,overcast clouds,0.0,0.0
469,Nouadhibou,MR,2019-11-16 01:33:01,20.93,-17.03,68.0,72,82,17.22,broken clouds,0.0,0.0
470,Springbok,ZA,2019-11-16 01:33:01,-29.67,17.88,58.95,55,0,4.94,clear sky,0.0,0.0
471,Saint Anthony,US,2019-11-16 01:33:01,43.97,-111.68,50.0,52,75,3.22,broken clouds,0.0,0.0
472,Novyy Urgal,RU,2019-11-16 01:33:01,51.07,132.56,-3.15,75,95,3.2,overcast clouds,0.0,0.0
473,Strezhevoy,RU,2019-11-16 01:33:01,60.73,77.6,-4.0,83,100,8.95,overcast clouds,0.0,0.0
474,Morgan City,US,2019-11-16 01:33:02,29.7,-91.21,53.01,57,1,9.17,clear sky,0.0,0.0
475,Verkh-Usugli,RU,2019-11-16 01:33:02,52.7,115.17,4.39,52,0,1.61,clear sky,0.0,0.0
476,Saint-Joseph,FR,2019-11-16 01:33:02,43.56,6.97,46.4,87,75,3.36,broken clouds,0.0,0.0
477,Khandbari,NP,2019-11-16 01:33:02,27.38,87.21,56.95,52,1,3.53,clear sky,0.0,0.0
478,Knyaze-Volkonskoye,RU,2019-11-16 01:33:03,48.46,135.46,5.0,71,90,22.37,light shower snow,0.0,0.0
479,Rio Gallegos,AR,2019-11-16 01:33:03,-51.62,-69.22,48.2,76,75,10.29,broken clouds,0.0,0.0
480,Atar,MR,2019-11-16 01:33:03,20.52,-13.05,73.74,28,69,8.99,broken clouds,0.0,0.0
481,Palana,RU,2019-11-16 01:33:03,59.08,159.95,31.21,73,100,20.04,overcast clouds,0.0,0.0
482,Cataguases,BR,2019-11-16 01:32:47,-21.39,-42.7,71.01,99,100,3.0,light rain,2.13,0.0
483,El Carmen,AR,2019-11-16 01:33:04,-24.39,-65.26,77.0,44,92,5.82,overcast clouds,0.0,0.0
484,Mwene-Ditu,CD,2019-11-16 01:33:04,-7.01,23.45,66.76,93,100,2.08,light rain,0.19,0.0
485,Sao Felix Do Xingu,BR,2019-11-16 01:33:04,-6.64,-51.99,72.21,94,17,0.72,light rain,0.88,0.0
486,Makakilo City,US,2019-11-16 01:33:04,21.35,-158.09,84.2,69,1,0.27,clear sky,0.0,0.0
487,Port Lincoln,AU,2019-11-16 01:33:05,-34.72,135.86,60.91,51,0,11.18,clear sky,0.0,0.0
488,Petropavlovsk-Kamchatskiy,RU,2019-11-16 01:33:05,53.05,158.65,24.8,85,18,4.47,few clouds,0.0,0.0
489,Havoysund,NO,2019-11-16 01:33:05,71.0,24.66,33.8,77,75,1.12,shower sleet,0.0,0.0
490,Dunedin,NZ,2019-11-16 01:31:56,-45.87,170.5,50.99,89,37,17.38,light rain,2.5,0.0
491,Rafaela,AR,2019-11-16 01:33:06,-31.25,-61.49,77.0,41,0,4.0,clear sky,0.0,0.0
492,Goderich,CA,2019-11-16 01:33:06,43.74,-81.71,34.0,79,97,21.0,overcast clouds,0.0,0.06
493,Tripoli,GR,2019-11-16 01:33:06,37.51,22.37,61.0,87,74,3.36,broken clouds,0.0,0.0
494,Yarmouth,CA,2019-11-16 01:33:06,43.84,-66.12,48.0,61,20,18.34,few clouds,0.0,0.0
495,Andijon,UZ,2019-11-16 01:33:06,40.76,72.37,45.0,69,75,6.71,smoke,0.0,0.0
496,Westport,US,2019-11-16 01:31:38,41.14,-73.36,48.2,42,1,8.05,clear sky,0.0,0.0
497,Arroyo,BO,2019-11-16 01:33:07,-11.08,-66.08,72.73,99,100,2.21,light rain,1.19,0.0
498,Kentau,KZ,2019-11-16 01:33:07,43.52,68.5,35.28,46,0,8.9,clear sky,0.0,0.0
499,Karaton,ID,2019-11-16 01:33:07,-6.34,106.1,86.0,51,20,5.82,few clouds,0.0,0.0
500,Maningrida,AU,2019-11-16 01:33:07,-12.05,134.23,92.95,44,98,12.62,overcast clouds,0.0,0.0
501,Beaverlodge,CA,2019-11-16 01:33:08,55.21,-119.43,39.2,79,40,8.05,scattered clouds,0.0,0.0
502,Pimentel,BR,2019-11-16 01:33:08,-3.7,-45.5,76.14,79,0,5.19,clear sky,0.0,0.0
503,Hami,CN,2019-11-16 01:33:08,42.84,93.51,36.14,23,33,15.77,scattered clouds,0.0,0.0
504,Mana,NG,2019-11-16 01:33:08,13.03,5.27,76.15,22,83,4.07,broken clouds,0.0,0.0
505,Agbor,NG,2019-11-16 01:33:08,6.26,6.15,73.42,99,100,1.72,overcast clouds,0.0,0.0
506,Abha,SA,2019-11-16 01:33:09,18.22,42.5,55.4,76,38,0.13,scattered clouds,0.0,0.0
507,Tanete,ID,2019-11-16 01:33:09,-3.94,119.78,95.72,33,0,10.33,clear sky,0.0,0.0
508,High Level,CA,2019-11-16 01:33:09,58.52,-117.13,12.2,92,20,5.82,few clouds,0.0,0.0
509,Evensk,RU,2019-11-16 01:33:09,61.92,159.24,17.28,66,5,12.64,clear sky,0.0,0.0
510,Bouna,CI,2019-11-16 01:33:10,9.27,-3.0,77.09,65,81,3.51,broken clouds,0.0,0.0
511,Klaksvik,FO,2019-11-16 01:33:10,62.23,-6.59,37.4,74,100,10.29,light rain,0.19,0.0
512,Chibuto,MZ,2019-11-16 01:33:10,-24.69,33.53,69.08,76,0,10.07,clear sky,0.0,0.0
513,Rutesheim,DE,2019-11-16 01:33:10,48.81,8.95,41.0,100,40,1.12,light rain,0.0,0.0
514,Haimen,CN,2019-11-16 01:33:11,31.87,121.18,84.0,62,33,5.03,scattered clouds,0.0,0.0
515,Rawatbhata,IN,2019-11-16 01:33:11,24.93,75.59,71.1,47,0,3.83,clear sky,0.0,0.0
516,Lufilufi,WS,2019-11-16 01:33:11,-13.87,-171.6,86.0,66,31,5.99,scattered clouds,0.0,0.0
517,Kijang,KR,2019-11-16 01:33:11,35.24,129.21,55.4,71,20,3.36,few clouds,0.0,0.0
518,Alcantara,PH,2019-11-16 01:33:11,9.97,123.41,80.28,81,100,6.69,light rain,1.06,0.0
519,Lebork,PL,2019-11-16 01:33:12,54.54,17.75,46.0,100,90,11.41,light intensity drizzle,0.0,0.0
520,San Policarpo,PH,2019-11-16 01:33:12,12.18,125.51,83.86,82,100,6.46,moderate rain,4.19,0.0
521,Oranjemund,ZA,2019-11-16 01:33:12,-28.55,16.43,62.19,89,100,11.36,light rain,0.13,0.0
522,Dustlik,UZ,2019-11-16 01:33:13,40.53,68.03,43.5,34,100,4.59,overcast clouds,0.0,0.0
523,Lodja,CD,2019-11-16 01:33:13,-3.52,23.6,69.42,98,100,1.81,light rain,1.75,0.0
524,Aloleng,PH,2019-11-16 01:33:13,16.13,119.78,86.0,62,46,2.73,scattered clouds,0.0,0.0
525,Desbiens,CA,2019-11-16 01:33:13,48.42,-71.95,17.01,60,20,27.51,few clouds,0.0,0.0
526,Byron Bay,AU,2019-11-16 01:32:05,-28.65,153.62,95.0,94,90,18.34,overcast clouds,0.0,0.0
527,Puerto Suarez,BO,2019-11-16 01:33:14,-18.96,-57.8,70.54,84,100,1.61,overcast clouds,0.0,0.0
528,Tecoanapa,MX,2019-11-16 01:33:14,16.99,-99.26,82.4,74,75,9.17,broken clouds,0.0,0.0
529,Lasa,CY,2019-11-16 01:33:14,34.92,32.53,68.0,77,14,3.36,few clouds,0.0,0.0
530,Salinopolis,BR,2019-11-16 01:33:14,-0.61,-47.36,81.32,81,0,19.22,clear sky,0.0,0.0
531,Leshukonskoye,RU,2019-11-16 01:33:15,64.9,45.76,30.15,89,83,10.42,broken clouds,0.0,0.0
532,Dahanu,IN,2019-11-16 01:33:15,19.97,72.73,81.28,69,0,6.13,clear sky,0.0,0.0
533,Huntsville,US,2019-11-16 01:30:30,34.73,-86.59,45.0,56,1,12.75,clear sky,0.0,0.0
534,Aldergrove,CA,2019-11-16 01:33:15,49.06,-122.49,54.0,87,20,8.05,few clouds,0.0,0.0
535,Puerto Palomas,US,2019-11-16 01:33:15,31.78,-107.63,53.6,34,1,4.7,clear sky,0.0,0.0
536,Xucheng,CN,2019-11-16 01:33:16,33.0,118.51,71.87,24,0,4.5,clear sky,0.0,0.0
537,Isla Vista,US,2019-11-16 01:31:00,34.41,-119.86,63.0,72,1,9.17,clear sky,0.0,0.0
